Date,Open,High,Low,Close
14-Nov-01,"1,139.09","1,148.28","1,132.87","1,141.21"
15-Nov-01,"1,141.21","1,146.46","1,135.06","1,142.24"
16-Nov-01,"1,142.24","1,143.52","1,129.92","1,138.65"
19-Nov-01,"1,138.65","1,151.06","1,138.65","1,151.06"
20-Nov-01,"1,151.06","1,152.45","1,142.17","1,142.66"
21-Nov-01,"1,142.66","1,142.66","1,129.78","1,137.03"
23-Nov-01,"1,137.03","1,151.05","1,135.90","1,150.34"
26-Nov-01,"1,150.34","1,157.88","1,146.17","1,157.42"
27-Nov-01,"1,157.42","1,163.38","1,140.81","1,149.50"
28-Nov-01,"1,149.50","1,149.50","1,128.29","1,128.52"
29-Nov-01,"1,128.52","1,140.40","1,125.51","1,140.20"
30-Nov-01,"1,140.20","1,143.57","1,135.89","1,139.45"
3-Dec-01,"1,139.45","1,139.45","1,125.78","1,129.90"
4-Dec-01,"1,129.90","1,144.80","1,128.86","1,144.80"
5-Dec-01,"1,143.77","1,173.62","1,143.77","1,170.35"
6-Dec-01,"1,170.35","1,173.35","1,164.43","1,167.10"
7-Dec-01,"1,167.10","1,167.10","1,152.66","1,158.31"
10-Dec-01,"1,158.31","1,158.31","1,139.66","1,139.93"
11-Dec-01,"1,139.93","1,150.89","1,134.32","1,136.76"
12-Dec-01,"1,136.76","1,141.58","1,126.01","1,137.07"
13-Dec-01,"1,137.07","1,137.07","1,117.85","1,119.38"
14-Dec-01,"1,119.38","1,128.28","1,114.53","1,123.09"
17-Dec-01,"1,123.09","1,137.30","1,122.66","1,134.36"
18-Dec-01,"1,134.36","1,145.10","1,134.36","1,142.92"
19-Dec-01,"1,142.92","1,152.44","1,134.75","1,149.56"
20-Dec-01,"1,149.56","1,151.42","1,139.93","1,139.93"
21-Dec-01,"1,139.93","1,147.46","1,139.93","1,144.89"
24-Dec-01,"1,144.89","1,147.83","1,144.62","1,144.65"
26-Dec-01,"1,144.65","1,159.18","1,144.65","1,149.37"
27-Dec-01,"1,149.37","1,157.13","1,149.37","1,157.13"
28-Dec-01,"1,157.13","1,164.64","1,157.13","1,161.02"
31-Dec-01,"1,161.02","1,161.16","1,148.04","1,148.08"
2-Jan-02,"1,148.08","1,154.67","1,136.23","1,154.67"
3-Jan-02,"1,154.67","1,165.27","1,154.01","1,165.27"
4-Jan-02,"1,165.27","1,176.55","1,163.42","1,172.51"
7-Jan-02,"1,172.51","1,176.97","1,163.55","1,164.89"
8-Jan-02,"1,164.89","1,167.60","1,157.46","1,160.71"
9-Jan-02,"1,160.71","1,174.26","1,151.89","1,155.14"
10-Jan-02,"1,155.14","1,159.93","1,150.85","1,156.55"
11-Jan-02,"1,156.55","1,159.41","1,145.45","1,145.60"
14-Jan-02,"1,145.60","1,145.60","1,138.15","1,138.41"
15-Jan-02,"1,138.41","1,148.81","1,136.88","1,146.19"
16-Jan-02,"1,146.19","1,146.19","1,127.49","1,127.57"
17-Jan-02,"1,127.57","1,139.27","1,127.57","1,138.88"
18-Jan-02,"1,138.88","1,138.88","1,124.45","1,127.58"
22-Jan-02,"1,127.58","1,135.26","1,117.91","1,119.31"
23-Jan-02,"1,119.31","1,131.94","1,117.43","1,128.18"
24-Jan-02,"1,128.18","1,139.50","1,128.18","1,132.15"
25-Jan-02,"1,132.15","1,138.31","1,127.82","1,133.28"
28-Jan-02,"1,133.28","1,138.63","1,126.66","1,133.06"
29-Jan-02,"1,133.06","1,137.47","1,098.74","1,100.64"
30-Jan-02,"1,100.64","1,113.79","1,081.66","1,113.57"
31-Jan-02,"1,113.57","1,130.21","1,113.30","1,130.20"
1-Feb-02,"1,130.20","1,130.20","1,118.51","1,122.20"
4-Feb-02,"1,122.20","1,122.20","1,092.25","1,094.44"
5-Feb-02,"1,094.44","1,100.96","1,082.58","1,090.02"
6-Feb-02,"1,090.02","1,093.58","1,077.78","1,083.51"
7-Feb-02,"1,083.51","1,094.03","1,078.44","1,080.17"
8-Feb-02,"1,080.17","1,096.30","1,079.91","1,096.22"
11-Feb-02,"1,096.22","1,112.01","1,094.68","1,111.94"
12-Feb-02,"1,111.94","1,112.68","1,102.98","1,107.50"
13-Feb-02,"1,107.50","1,120.56","1,107.50","1,118.51"
14-Feb-02,"1,118.51","1,124.72","1,112.30","1,116.48"
15-Feb-02,"1,116.48","1,117.09","1,103.23","1,104.18"
19-Feb-02,"1,104.18","1,104.18","1,082.24","1,083.34"
20-Feb-02,"1,083.34","1,098.32","1,074.36","1,097.98"
21-Feb-02,"1,097.98","1,101.50","1,080.24","1,080.95"
22-Feb-02,"1,080.95","1,093.93","1,074.39","1,089.84"
25-Feb-02,"1,089.84","1,112.71","1,089.84","1,109.43"
26-Feb-02,"1,109.43","1,115.05","1,101.72","1,109.38"
27-Feb-02,"1,109.38","1,123.06","1,102.26","1,109.89"
28-Feb-02,"1,109.89","1,121.57","1,106.73","1,106.73"
1-Mar-02,"1,106.73","1,131.79","1,106.73","1,131.78"
4-Mar-02,"1,131.78","1,153.84","1,130.93","1,153.84"
5-Mar-02,"1,153.84","1,157.74","1,144.78","1,146.14"
6-Mar-02,"1,146.14","1,165.29","1,145.11","1,162.77"
7-Mar-02,"1,162.77","1,167.94","1,150.69","1,157.54"
8-Mar-02,"1,157.54","1,172.76","1,157.54","1,164.31"
11-Mar-02,"1,164.31","1,173.03","1,159.58","1,168.26"
12-Mar-02,"1,168.26","1,168.26","1,154.34","1,165.58"
13-Mar-02,"1,165.58","1,165.58","1,151.01","1,154.09"
14-Mar-02,"1,154.09","1,157.83","1,151.08","1,153.04"
15-Mar-02,"1,153.04","1,166.48","1,153.04","1,166.16"
18-Mar-02,"1,166.16","1,172.73","1,159.14","1,165.55"
19-Mar-02,"1,165.55","1,173.94","1,165.55","1,170.29"
20-Mar-02,"1,170.29","1,170.29","1,151.61","1,151.85"
21-Mar-02,"1,151.85","1,155.10","1,139.48","1,153.59"
22-Mar-02,"1,153.59","1,156.49","1,144.60","1,148.70"
25-Mar-02,"1,148.70","1,151.04","1,131.87","1,131.87"
26-Mar-02,"1,131.87","1,147.00","1,131.61","1,138.49"
27-Mar-02,"1,138.49","1,146.95","1,135.33","1,144.58"
28-Mar-02,"1,144.58","1,154.45","1,144.58","1,147.39"
1-Apr-02,"1,147.39","1,147.84","1,132.87","1,146.54"
2-Apr-02,"1,146.54","1,146.54","1,135.71","1,136.76"
3-Apr-02,"1,136.76","1,138.85","1,119.68","1,125.40"
4-Apr-02,"1,125.40","1,130.45","1,120.06","1,126.34"
5-Apr-02,"1,126.34","1,133.31","1,119.49","1,122.73"
8-Apr-02,"1,122.73","1,125.41","1,111.79","1,125.29"
9-Apr-02,"1,125.29","1,128.29","1,116.73","1,117.80"
10-Apr-02,"1,117.80","1,131.76","1,117.80","1,130.47"
11-Apr-02,"1,130.47","1,130.47","1,102.42","1,103.69"
12-Apr-02,"1,103.69","1,112.77","1,102.74","1,111.01"
15-Apr-02,"1,111.01","1,114.86","1,099.41","1,102.55"
16-Apr-02,"1,102.55","1,129.40","1,102.55","1,128.37"
17-Apr-02,"1,128.37","1,133.00","1,123.37","1,126.07"
18-Apr-02,"1,126.07","1,130.49","1,109.29","1,124.47"
19-Apr-02,"1,124.47","1,128.82","1,122.59","1,125.17"
22-Apr-02,"1,125.17","1,125.17","1,105.62","1,107.83"
23-Apr-02,"1,107.83","1,111.17","1,098.94","1,100.96"
24-Apr-02,"1,100.96","1,108.46","1,092.51","1,093.14"
25-Apr-02,"1,093.14","1,094.36","1,084.81","1,091.48"
26-Apr-02,"1,091.48","1,096.77","1,076.31","1,076.32"
29-Apr-02,"1,076.32","1,078.95","1,063.62","1,065.45"
30-Apr-02,"1,065.45","1,082.62","1,063.46","1,076.92"
1-May-02,"1,076.92","1,088.32","1,065.29","1,086.46"
2-May-02,"1,086.46","1,091.42","1,079.46","1,084.56"
3-May-02,"1,084.56","1,084.56","1,068.89","1,073.43"
6-May-02,"1,073.43","1,075.96","1,052.65","1,052.67"
7-May-02,"1,052.67","1,058.67","1,048.96","1,049.49"
8-May-02,"1,049.49","1,088.92","1,049.49","1,088.85"
9-May-02,"1,088.85","1,088.85","1,072.23","1,073.01"
10-May-02,"1,073.01","1,075.43","1,053.93","1,054.99"
13-May-02,"1,054.99","1,074.84","1,053.90","1,074.56"
14-May-02,"1,074.56","1,097.71","1,074.56","1,097.28"
15-May-02,"1,097.28","1,104.23","1,088.94","1,091.07"
16-May-02,"1,091.07","1,099.29","1,089.17","1,098.23"
17-May-02,"1,098.23","1,106.59","1,096.77","1,106.59"
20-May-02,"1,106.59","1,106.59","1,090.61","1,091.88"
21-May-02,"1,091.88","1,099.55","1,079.08","1,079.88"
22-May-02,"1,079.88","1,086.02","1,075.64","1,086.02"
23-May-02,"1,086.02","1,097.10","1,080.55","1,097.08"
24-May-02,"1,097.08","1,097.08","1,082.19","1,083.82"
28-May-02,"1,083.82","1,085.98","1,070.31","1,074.55"
29-May-02,"1,074.55","1,074.83","1,067.66","1,067.66"
30-May-02,"1,067.66","1,069.50","1,054.26","1,064.66"
31-May-02,"1,064.66","1,079.93","1,064.66","1,067.14"
3-Jun-02,"1,067.14","1,070.74","1,039.90","1,040.68"
4-Jun-02,"1,040.68","1,046.06","1,030.52","1,040.69"
5-Jun-02,"1,040.69","1,050.11","1,038.84","1,049.90"
6-Jun-02,"1,049.90","1,049.90","1,026.91","1,029.15"
7-Jun-02,"1,029.15","1,033.02","1,012.49","1,027.53"
10-Jun-02,"1,027.53","1,038.18","1,025.45","1,030.74"
11-Jun-02,"1,030.74","1,039.04","1,012.94","1,013.60"
12-Jun-02,"1,013.26","1,021.85","1,002.58","1,020.26"
13-Jun-02,"1,020.26","1,023.47","1,008.12","1,009.56"
14-Jun-02,"1,009.56","1,009.56",981.63,"1,007.27"
17-Jun-02,"1,007.27","1,036.17","1,007.27","1,036.17"
18-Jun-02,"1,036.17","1,040.83","1,030.92","1,037.14"
19-Jun-02,"1,037.14","1,037.61","1,017.88","1,019.99"
20-Jun-02,"1,019.99","1,023.33","1,004.59","1,006.29"
21-Jun-02,"1,006.29","1,006.29",985.65,989.14
24-Jun-02,989.14,"1,002.11",970.85,992.72
25-Jun-02,992.72,"1,005.88",974.21,976.14
26-Jun-02,976.14,977.43,952.92,973.53
27-Jun-02,973.53,990.67,963.74,990.64
28-Jun-02,990.64,"1,001.79",988.31,989.82
1-Jul-02,989.82,994.46,967.43,968.65
2-Jul-02,968.65,968.65,945.54,948.09
3-Jul-02,948.09,954.3,934.87,953.99
5-Jul-02,953.99,989.07,953.99,989.03
8-Jul-02,989.03,993.56,972.91,976.98
9-Jul-02,976.98,979.63,951.71,952.83
10-Jul-02,952.83,956.34,920.29,920.47
11-Jul-02,920.47,929.16,900.94,927.37
12-Jul-02,927.37,934.31,913.71,921.39
15-Jul-02,921.39,921.39,876.46,917.93
16-Jul-02,917.93,918.65,897.13,900.94
17-Jul-02,901.05,926.52,895.03,906.04
18-Jul-02,905.45,907.8,880.6,881.56
19-Jul-02,881.56,881.56,842.07,847.75
22-Jul-02,847.76,854.13,813.26,819.85
23-Jul-02,819.85,827.69,796.13,797.7
24-Jul-02,797.71,844.32,775.68,843.43
25-Jul-02,843.42,853.83,816.11,838.68
26-Jul-02,838.68,852.85,835.92,852.84
29-Jul-02,852.84,898.96,852.84,898.96
30-Jul-02,898.96,909.81,884.7,902.78
31-Jul-02,902.78,911.64,889.88,911.62
1-Aug-02,911.62,911.62,882.48,884.66
2-Aug-02,884.4,884.72,853.95,864.24
5-Aug-02,864.24,864.24,833.44,834.6
6-Aug-02,834.6,874.44,834.6,859.57
7-Aug-02,859.57,878.74,854.15,876.77
8-Aug-02,876.77,905.84,875.17,905.46
9-Aug-02,898.73,913.95,890.77,908.64
12-Aug-02,908.64,908.64,892.38,903.8
13-Aug-02,903.8,911.71,883.62,884.21
14-Aug-02,884.21,920.21,876.2,919.62
15-Aug-02,919.62,933.29,918.17,930.25
16-Aug-02,930.25,935.38,916.21,928.77
19-Aug-02,928.77,951.17,927.21,950.7
20-Aug-02,950.7,950.7,931.86,937.43
21-Aug-02,937.43,951.59,931.32,949.36
22-Aug-02,949.36,965,946.43,962.7
23-Aug-02,962.7,962.7,937.17,940.86
26-Aug-02,940.86,950.8,930.42,947.95
27-Aug-02,947.95,955.82,930.36,934.82
28-Aug-02,934.82,934.82,913.21,917.87
29-Aug-02,917.87,924.59,903.33,917.8
30-Aug-02,917.8,928.15,910.17,916.07
3-Sep-02,916.07,916.07,877.51,878.02
4-Sep-02,878.02,896.1,875.73,893.4
5-Sep-02,893.4,893.4,870.5,879.15
6-Sep-02,879.15,899.07,879.15,893.92
9-Sep-02,893.92,907.34,882.92,902.96
10-Sep-02,902.96,909.89,900.5,909.58
11-Sep-02,910.63,924.02,908.47,909.45
12-Sep-02,909.45,909.45,884.84,886.91
13-Sep-02,886.91,892.75,877.05,889.81
16-Sep-02,889.81,891.84,878.91,891.1
17-Sep-02,891.1,902.68,872.38,873.52
18-Sep-02,873.52,878.45,857.39,869.46
19-Sep-02,869.46,869.46,843.09,843.32
20-Sep-02,843.32,849.32,839.09,845.39
23-Sep-02,845.39,845.39,825.76,833.7
24-Sep-02,833.7,833.7,817.38,819.29
25-Sep-02,819.27,844.22,818.46,839.66
26-Sep-02,839.66,856.6,839.66,854.95
